Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Boston, MA metro area",21-Jan,$557K,1.30%,10.30%,"3,397",-35.80%,11.00%,"3,355",49.00%,0.70%,"5,190",2.60%,-18.20%,24,2,-18,100.50%,-0.30%,1.90%
"Boston, MA metro area",23-Jul,$735K,0.70%,7.30%,"3,697",-17.60%,-20.70%,"3,546",-19.20%,-26.10%,"5,172",-2.90%,-28.80%,19,1,1,103.10%,-0.60%,-1.10%
"Boston, MA metro area",23-Apr,$668K,2.80%,-1.10%,"2,580",-3.20%,-28.60%,"4,094",-7.50%,-30.90%,"5,162",4.80%,-7.80%,19,-3,2,102.20%,1.50%,-3.40%
"Boston, MA metro area",21-Nov,$610K,1.70%,10.90%,"4,766",7.00%,2.10%,"3,452",-27.60%,-4.80%,"5,106",-25.50%,-30.80%,20,0,-1,102.20%,-0.10%,0.80%
"Boston, MA metro area",21-Feb,$550K,-1.30%,10.50%,"2,582",-24.00%,6.40%,"3,831",14.20%,-15.20%,"5,097",-1.80%,-28.50%,27,3,-21,100.40%,-0.10%,1.50%
"Boston, MA metro area",20-Dec,$550K,0.00%,10.00%,"5,291",13.40%,19.40%,"2,252",-37.90%,40.10%,"5,057",-31.50%,-17.70%,22,1,-12,100.80%,-0.60%,1.80%
"Boston, MA metro area",23-Nov,$675K,-1.50%,5.20%,"3,026",0.40%,-8.90%,"2,688",-29.20%,-4.10%,"5,029",-13.90%,-12.60%,20,1,-2,101.50%,-0.50%,1.10%
"Boston, MA metro area",23-Mar,$650K,8.70%,2.00%,"2,664",46.00%,-17.50%,"4,424",66.80%,-25.70%,"4,924",24.90%,1.40%,22,-9,3,100.70%,1.10%,-3.60%
"Boston, MA metro area",23-Aug,$712K,-3.10%,5.50%,"3,783",2.30%,-23.00%,"3,437",-3.10%,-13.40%,"4,897",-5.30%,-23.00%,19,0,-1,102.70%,-0.30%,0.60%
"Boston, MA metro area",22-Mar,$637K,7.10%,10.60%,"3,230",45.80%,-11.80%,"5,957",70.80%,-3.90%,"4,854",36.20%,-14.00%,19,-3,-1,104.30%,1.90%,2.20%
"Boston, MA metro area",24-Mar,$710K,6.80%,9.20%,"2,458",36.00%,-7.70%,"3,644",15.40%,-17.60%,"4,391",2.50%,-10.80%,20,-3,-2,101.70%,0.90%,1.00%
"Boston, MA metro area",24-Feb,$665K,-0.70%,11.20%,"1,808",-8.80%,-0.90%,"3,157",16.30%,19.00%,"4,282",8.50%,8.60%,23,-3,-8,100.70%,0.60%,1.10%
"Boston, MA metro area",23-Jan,$610K,0.80%,2.50%,"2,164",-34.20%,-29.60%,"2,454",91.00%,-11.30%,"4,085",1.50%,22.50%,32,7,10,99.20%,-0.40%,-2.40%
"Boston, MA metro area",22-Dec,$605K,-5.70%,-2.40%,"3,287",-1.00%,-32.90%,"1,285",-54.20%,-31.20%,"4,024",-30.10%,25.30%,25,3,4,99.60%,-0.80%,-2.40%
"Boston, MA metro area",24-Jan,$670K,0.00%,9.80%,"1,983",-26.00%,-8.40%,"2,715",116.90%,10.60%,"3,945",11.90%,-3.40%,26,4,-6,100.10%,-0.60%,1.00%
"Boston, MA metro area",23-Feb,$598K,-2.00%,0.50%,"1,825",-15.70%,-17.60%,"2,652",8.10%,-24.00%,"3,943",-3.50%,10.60%,31,-1,9,99.60%,0.50%,-2.80%
"Boston, MA metro area",25-Jan,$718K,-1.00%,7.20%,"2,181",-31.10%,10.00%,"2,921",111.50%,7.60%,"3,941",12.30%,-0.10%,32,8,6,100.10%,-0.20%,0.00%
"Boston, MA metro area",22-Feb,$595K,0.00%,8.20%,"2,215",-27.90%,-14.20%,"3,488",26.10%,-9.00%,"3,564",6.90%,-30.10%,22,0,-5,102.40%,0.80%,2.00%
"Boston, MA metro area",23-Dec,$670K,-0.70%,10.70%,"2,681",-11.40%,-18.40%,"1,252",-53.40%,-2.60%,"3,524",-29.90%,-12.40%,22,2,-3,100.80%,-0.80%,1.20%
"Boston, MA metro area",24-Dec,$725K,2.10%,8.20%,"3,166",3.00%,18.10%,"1,381",-37.80%,10.30%,"3,509",-32.90%,-0.40%,24,3,2,100.30%,-0.50%,-0.50%
"Boston, MA metro area",22-Jan,$595K,-4.00%,6.90%,"3,073",-37.30%,-9.50%,"2,767",48.00%,-17.50%,"3,335",3.90%,-35.70%,22,1,-2,101.60%,-0.40%,1.10%
"Boston, MA metro area",21-Dec,$620K,1.60%,12.70%,"4,899",2.80%,-7.40%,"1,869",-45.90%,-17.00%,"3,211",-37.10%,-36.50%,21,1,-1,102.00%,-0.20%,1.20%
"Chicago, IL metro area",12-Apr,$157K,4.70%,-1.90%,"6,049",5.40%,19.30%,"11,117",-4.40%,-1.40%,"40,285",0.20%,-20.00%,87,-15,-19,94.80%,0.30%,0.30%
"Chicago, IL metro area",12-Mar,$150K,11.10%,-2.10%,"5,738",33.10%,20.60%,"11,634",20.60%,-7.20%,"40,209",1.80%,-19.00%,102,3,-3,94.60%,0.40%,0.10%
"Chicago, IL metro area",12-May,$170K,8.30%,2.70%,"7,277",20.30%,25.90%,"11,204",0.80%,0.00%,"40,137",-0.40%,-21.20%,70,-17,-21,95.10%,0.20%,0.50%
"Chicago, IL metro area",12-Jun,$180K,5.90%,1.10%,"7,912",8.70%,21.30%,"10,783",-3.80%,2.40%,"39,888",-0.60%,-21.40%,62,-8,-20,95.50%,0.40%,1.10%
"Chicago, IL metro area",12-Feb,$135K,-3.60%,-9.30%,"4,312",8.20%,23.60%,"9,649",18.60%,9.80%,"39,504",1.30%,-18.30%,99,3,0,94.10%,0.40%,-0.40%
"Chicago, IL metro area",12-Jul,$172K,-4.40%,-4.40%,"7,382",-6.70%,29.30%,"9,931",-7.90%,6.40%,"39,241",-1.60%,-21.20%,62,0,-20,95.40%,-0.10%,1.00%
"Chicago, IL metro area",12-Jan,$140K,-1.90%,-8.50%,"3,987",-25.90%,11.80%,"8,133",57.10%,-8.70%,"39,013",-1.10%,-18.10%,96,1,-2,93.80%,-0.10%,-0.40%
"Chicago, IL metro area",12-Aug,$170K,-1.20%,-2.60%,"8,029",8.80%,29.20%,"9,645",-2.90%,0.90%,"37,976",-3.20%,-21.80%,64,2,-25,95.50%,0.10%,1.60%
"Chicago, IL metro area",12-Sep,$160K,-5.90%,-0.10%,"6,538",-18.60%,21.40%,"8,745",-9.30%,4.00%,"37,040",-2.50%,-21.00%,63,-1,-23,95.70%,0.20%,1.60%
"Chicago, IL metro area",15-Jul,$228K,-2.60%,3.60%,"10,696",-5.10%,11.20%,"12,442",-8.00%,-0.20%,"36,491",0.20%,0.30%,40,1,7,97.10%,0.00%,-0.20%
"Chicago, IL metro area",15-Jun,$234K,4.90%,6.40%,"11,272",22.50%,16.40%,"13,523",-4.00%,0.90%,"36,412",2.30%,6.40%,39,-3,6,97.20%,0.20%,-0.20%
"Chicago, IL metro area",14-Jul,$220K,0.00%,8.60%,"9,619",-0.70%,-5.20%,"12,467",-7.00%,5.40%,"36,391",6.30%,15.60%,33,0,-5,97.40%,-0.10%,-0.10%
"Chicago, IL metro area",14-Aug,$217K,-1.50%,9.50%,"9,018",-6.20%,-9.50%,"10,882",-12.70%,-3.10%,"36,219",-0.50%,15.20%,40,7,1,97.00%,-0.30%,-0.50%
"Chicago, IL metro area",14-Sep,$198K,-8.90%,6.80%,"7,928",-12.10%,-4.60%,"10,703",-1.60%,6.20%,"36,191",-0.10%,13.40%,44,4,3,96.70%,-0.40%,-0.70%
"Chicago, IL metro area",15-Aug,$224K,-1.80%,3.30%,"9,480",-11.40%,5.10%,"11,034",-11.30%,1.40%,"35,682",-2.20%,-1.50%,44,4,4,96.80%,-0.30%,-0.20%
"Chicago, IL metro area",15-May,$223K,6.20%,6.20%,"9,205",14.70%,8.50%,"14,081",-5.20%,0.40%,"35,589",3.70%,13.40%,42,-10,5,97.00%,0.20%,-0.20%
"Chicago, IL metro area",12-Oct,$154K,-3.70%,3.80%,"7,213",10.30%,43.80%,"8,673",-0.80%,8.80%,"35,056",-5.40%,-21.90%,66,3,-26,95.40%,-0.20%,1.60%
"Chicago, IL metro area",14-Oct,$187K,-5.20%,6.90%,"7,928",0.00%,-2.10%,"9,509",-11.20%,2.00%,"34,901",-3.60%,9.90%,50,6,6,96.50%,-0.20%,-0.50%
"Chicago, IL metro area",15-Sep,$210K,-6.30%,6.30%,"8,487",-10.50%,7.10%,"10,156",-8.00%,-5.10%,"34,774",-2.50%,-3.90%,46,2,2,96.80%,0.00%,0.20%
"Chicago, IL metro area",15-Apr,$210K,5.00%,12.00%,"8,024",11.40%,8.90%,"14,846",6.80%,5.50%,"34,328",7.20%,14.70%,52,-19,7,96.80%,0.50%,-0.60%
"Chicago, IL metro area",14-Jun,$220K,4.80%,6.30%,"9,686",14.20%,1.20%,"13,404",-4.40%,11.00%,"34,224",9.10%,10.00%,33,-4,-6,97.40%,0.10%,0.10%
"Chicago, IL metro area",15-Oct,$200K,-4.80%,6.90%,"8,136",-4.10%,2.60%,"9,239",-9.00%,-2.80%,"33,093",-4.80%,-5.20%,52,6,2,96.60%,-0.20%,0.10%
"Chicago, IL metro area",16-Jul,$241K,-2.00%,5.70%,"9,985",-14.20%,-6.60%,"11,737",-13.10%,-5.70%,"32,933",0.10%,-9.80%,35,2,-5,97.50%,-0.10%,0.40%
"Chicago, IL metro area",16-Jun,$246K,4.70%,5.10%,"11,633",15.50%,3.20%,"13,502",-3.00%,-0.20%,"32,892",1.50%,-9.70%,33,-3,-6,97.60%,0.20%,0.40%
"Chicago, IL metro area",16-May,$235K,1.70%,5.40%,"10,068",13.70%,9.40%,"13,916",-2.60%,-1.20%,"32,418",3.30%,-8.90%,36,-5,-6,97.40%,0.20%,0.40%
"Chicago, IL metro area",14-Nov,$183K,-2.20%,7.60%,"6,122",-22.80%,-7.80%,"6,732",-29.20%,-0.90%,"32,351",-7.30%,15.20%,54,4,4,96.30%,-0.20%,-0.50%
"Chicago, IL metro area",12-Nov,$155K,0.60%,4.50%,"6,639",-8.00%,37.70%,"6,578",-24.20%,-2.90%,"32,265",-8.00%,-24.20%,68,2,-22,95.40%,-0.10%,1.60%
"Chicago, IL metro area",16-Aug,$235K,-2.50%,4.90%,"10,312",3.30%,8.80%,"10,977",-6.50%,-0.50%,"32,131",-2.40%,-10.00%,39,4,-5,97.20%,-0.30%,0.40%
"Chicago, IL metro area",15-Mar,$200K,16.30%,13.60%,"7,204",43.10%,15.50%,"13,901",42.40%,15.50%,"32,012",6.90%,14.10%,71,-7,10,96.30%,0.50%,-0.40%
"Chicago, IL metro area",13-Sep,$185K,-6.60%,15.70%,"8,310",-16.60%,27.10%,"10,080",-10.20%,15.30%,"31,902",1.50%,-13.90%,41,2,-22,97.30%,-0.20%,1.70%
"Chicago, IL metro area",13-Oct,$175K,-5.40%,13.60%,"8,102",-2.50%,12.30%,"9,322",-7.50%,7.50%,"31,758",-0.50%,-9.40%,44,3,-22,97.00%,-0.30%,1.60%
"Chicago, IL metro area",16-Sep,$220K,-6.40%,4.80%,"8,630",-16.30%,1.70%,"10,172",-7.30%,0.20%,"31,737",-1.20%,-8.70%,41,2,-5,97.10%,-0.10%,0.30%
"Chicago, IL metro area",19-Jul,$262K,-1.30%,2.60%,"9,947",-1.70%,1.40%,"11,766",-7.60%,-3.80%,"31,551",0.60%,4.80%,32,3,3,97.50%,-0.20%,-0.30%
"Chicago, IL metro area",13-Jul,$203K,-2.20%,17.70%,"10,145",6.00%,37.40%,"11,826",-2.10%,19.10%,"31,480",1.20%,-19.80%,38,-1,-24,97.50%,0.20%,2.10%
"Chicago, IL metro area",13-Aug,$198K,-2.20%,16.50%,"9,970",-1.70%,24.20%,"11,227",-5.10%,16.40%,"31,436",-0.10%,-17.20%,39,1,-25,97.50%,0.00%,2.00%
"Chicago, IL metro area",19-Aug,$254K,-2.90%,3.70%,"9,389",-5.60%,-5.80%,"10,825",-8.00%,-3.50%,"31,414",-0.40%,4.70%,37,5,5,97.40%,-0.10%,0.00%
"Chicago, IL metro area",14-May,$210K,12.00%,14.10%,"8,485",15.10%,-10.60%,"14,028",-0.30%,10.60%,"31,372",4.80%,2.70%,37,-8,-7,97.30%,-0.10%,0.10%
"Chicago, IL metro area",16-Apr,$231K,9.70%,10.00%,"8,855",21.00%,10.40%,"14,294",1.30%,-3.70%,"31,369",4.80%,-8.60%,41,-22,-11,97.20%,0.30%,0.40%
"Chicago, IL metro area",19-Jun,$265K,1.10%,0.00%,"10,122",-2.20%,-11.00%,"12,732",-10.80%,-3.40%,"31,349",3.40%,6.80%,29,-1,2,97.70%,0.00%,-0.30%
"Chicago, IL metro area",13-Jun,$207K,12.50%,15.00%,"9,573",0.80%,21.00%,"12,081",-4.80%,12.00%,"31,101",1.80%,-22.00%,39,-5,-23,97.30%,0.20%,1.80%
"Chicago, IL metro area",19-Sep,$243K,-4.30%,1.30%,"7,603",-19.00%,1.80%,"10,049",-7.20%,-0.40%,"30,990",-1.30%,2.70%,41,4,5,97.20%,-0.20%,0.00%
"Chicago, IL metro area",13-May,$184K,6.40%,8.20%,"9,495",19.70%,30.50%,"12,684",-0.90%,13.20%,"30,544",2.10%,-23.90%,44,-6,-26,97.10%,0.40%,2.10%
"Chicago, IL metro area",19-May,$262K,2.70%,2.70%,"10,352",20.70%,-2.30%,"14,266",-2.00%,-1.90%,"30,305",5.60%,8.00%,30,-5,4,97.70%,0.20%,-0.10%
"Chicago, IL metro area",18-Sep,$240K,-2.00%,2.60%,"7,466",-25.10%,-9.80%,"10,088",-10.10%,-0.60%,"30,174",0.60%,2.70%,36,4,0,97.30%,-0.20%,0.00%
"Chicago, IL metro area",18-Jul,$255K,-3.80%,2.00%,"9,814",-13.70%,1.00%,"12,227",-7.30%,6.30%,"30,112",2.60%,1.10%,29,2,-1,97.80%,-0.20%,0.00%
"Chicago, IL metro area",18-Aug,$245K,-3.90%,2.10%,"9,970",1.60%,-1.60%,"11,223",-8.20%,0.20%,"30,006",-0.40%,1.60%,32,3,0,97.40%,-0.40%,0.00%
"Chicago, IL metro area",15-Nov,$197K,-1.50%,7.70%,"6,135",-24.60%,0.20%,"6,623",-28.30%,-1.60%,"29,977",-9.40%,-7.30%,55,3,1,96.40%,-0.20%,0.10%
"Chicago, IL metro area",15-Feb,$172K,-3.40%,8.90%,"5,035",2.20%,1.50%,"9,764",15.80%,6.70%,"29,958",2.80%,12.70%,78,9,13,95.80%,-0.10%,-1.10%
"Chicago, IL metro area",16-Oct,$220K,0.00%,10.00%,"7,725",-10.50%,-5.10%,"8,587",-15.60%,-7.10%,"29,932",-5.70%,-9.60%,46,5,-6,96.90%,-0.20%,0.30%
"Chicago, IL metro area",16-Mar,$211K,10.80%,5.30%,"7,321",36.20%,1.60%,"14,110",21.00%,1.50%,"29,926",5.80%,-6.50%,63,-8,-8,96.90%,0.50%,0.60%
"Chicago, IL metro area",13-Apr,$173K,11.60%,10.20%,"7,933",15.30%,31.10%,"12,795",17.60%,15.10%,"29,925",2.00%,-25.70%,50,-16,-37,96.80%,0.60%,2.00%
"Chicago, IL metro area",14-Apr,$188K,6.50%,8.40%,"7,371",18.20%,-7.10%,"14,075",17.00%,10.00%,"29,922",6.70%,0.00%,45,-16,-5,97.30%,0.60%,0.50%
"Chicago, IL metro area",17-Jul,$250K,-1.90%,3.70%,"9,718",-19.50%,-2.70%,"11,502",-15.40%,-2.00%,"29,779",0.80%,-9.60%,30,2,-5,97.80%,-0.10%,0.30%
"Chicago, IL metro area",13-Feb,$139K,-1.40%,3.00%,"5,154",-5.60%,19.50%,"9,626",6.40%,-0.20%,"29,553",0.40%,-25.20%,73,-2,-26,95.90%,0.30%,1.80%
"Chicago, IL metro area",17-Jun,$255K,2.00%,3.60%,"12,067",12.10%,3.70%,"13,602",-3.00%,0.70%,"29,535",3.60%,-10.20%,28,-1,-5,97.90%,0.10%,0.30%
"Chicago, IL metro area",17-Aug,$240K,-4.00%,2.10%,"10,127",4.20%,-1.80%,"11,196",-2.70%,2.00%,"29,528",-0.80%,-8.10%,32,2,-7,97.50%,-0.30%,0.20%
"Chicago, IL metro area",13-Jan,$141K,-6.60%,0.70%,"5,462",-15.20%,37.00%,"9,047",73.30%,11.20%,"29,427",0.00%,-24.60%,75,6,-21,95.60%,0.20%,1.80%
"Chicago, IL metro area",12-Dec,$151K,-2.60%,5.80%,"6,439",-3.00%,19.70%,"5,219",-20.70%,0.80%,"29,425",-8.80%,-25.40%,69,1,-26,95.30%,-0.10%,1.40%
"Chicago, IL metro area",19-Oct,$240K,-1.20%,3.40%,"7,756",2.00%,-1.60%,"9,075",-9.70%,-2.80%,"29,400",-5.10%,2.10%,48,7,7,97.00%,-0.20%,-0.10%
"Chicago, IL metro area",17-Sep,$234K,-2.50%,6.40%,"8,274",-18.30%,-4.10%,"10,153",-9.30%,-0.20%,"29,395",-0.50%,-7.40%,36,4,-5,97.30%,-0.20%,0.20%
"Chicago, IL metro area",18-Jun,$265K,3.90%,4.00%,"11,373",7.30%,-5.80%,"13,183",-9.30%,-3.10%,"29,344",4.60%,-0.60%,27,1,-1,98.00%,0.20%,0.10%
"Chicago, IL metro area",13-Mar,$155K,11.50%,3.30%,"6,881",33.50%,19.90%,"10,882",13.00%,-6.50%,"29,339",-0.70%,-27.00%,66,-7,-36,96.20%,0.30%,1.70%
"Chicago, IL metro area",14-Dec,$184K,0.50%,5.10%,"7,028",14.80%,-1.40%,"5,357",-20.40%,-4.90%,"29,186",-9.80%,12.90%,59,5,7,96.10%,-0.10%,-0.90%
"Chicago, IL metro area",15-Jan,$178K,-3.30%,8.50%,"4,927",-29.90%,-3.00%,"8,433",57.40%,11.70%,"29,140",-0.20%,13.90%,69,10,10,95.90%,-0.20%,-0.80%
"Chicago, IL metro area",18-Oct,$232K,-3.30%,3.10%,"7,880",5.50%,-0.60%,"9,341",-7.40%,4.60%,"28,783",-4.60%,4.00%,41,5,0,97.10%,-0.10%,0.10%
"Chicago, IL metro area",19-Apr,$255K,4.90%,1.00%,"8,579",23.40%,-5.70%,"14,556",8.40%,1.40%,"28,694",8.00%,9.10%,35,-21,4,97.50%,0.20%,-0.20%
"Chicago, IL metro area",17-May,$250K,1.20%,6.40%,"10,760",22.40%,6.90%,"14,017",6.60%,0.70%,"28,510",2.70%,-12.10%,29,-4,-7,97.80%,0.10%,0.40%
"Chicago, IL metro area",16-Feb,$190K,0.00%,10.50%,"5,376",-0.60%,6.80%,"11,663",43.20%,19.40%,"28,277",7.10%,-5.60%,71,5,-7,96.40%,0.10%,0.60%
"Chicago, IL metro area",13-Nov,$170K,-2.90%,9.70%,"6,640",-18.00%,0.00%,"6,790",-27.20%,3.20%,"28,081",-11.60%,-13.00%,50,6,-18,96.80%,-0.20%,1.40%
"Chicago, IL metro area",18-May,$255K,1.00%,2.00%,"10,596",16.40%,-1.50%,"14,536",1.30%,3.70%,"28,049",6.70%,-1.60%,26,-5,-3,97.80%,0.10%,0.00%
"Chicago, IL metro area",14-Mar,$176K,11.40%,13.50%,"6,235",25.70%,-9.40%,"12,035",31.50%,10.60%,"28,047",5.60%,-4.40%,61,-4,-5,96.80%,-0.10%,0.50%
"Chicago, IL metro area",17-Apr,$247K,5.30%,6.90%,"8,794",4.10%,-0.70%,"13,151",-8.00%,-8.00%,"27,757",3.60%,-11.50%,33,-17,-8,97.60%,0.30%,0.40%
"Chicago, IL metro area",17-Oct,$225K,-3.80%,2.30%,"7,929",-4.20%,2.60%,"8,930",-12.00%,4.00%,"27,671",-5.90%,-7.60%,41,5,-5,97.00%,-0.30%,0.10%
"Chicago, IL metro area",16-Nov,$215K,-2.30%,9.10%,"7,122",-7.80%,16.10%,"6,561",-23.60%,-0.90%,"27,156",-9.30%,-9.40%,49,3,-6,96.80%,-0.10%,0.40%
"Chicago, IL metro area",22-Jul,$325K,-4.40%,4.20%,"8,956",-18.70%,-23.40%,"10,774",-17.70%,-22.60%,"27,012",0.90%,30.30%,49,1,39,100.20%,-0.80%,0.10%
"Chicago, IL metro area",17-Mar,$235K,12.20%,11.40%,"8,446",60.80%,15.40%,"14,292",26.80%,1.30%,"26,786",6.10%,-10.50%,50,-16,-13,97.30%,0.50%,0.40%
"Chicago, IL metro area",22-Jun,$340K,3.30%,6.30%,"11,020",8.10%,-15.40%,"13,099",2.20%,-12.80%,"26,777",3.40%,38.80%,48,0,40,101.00%,-0.10%,0.70%
"Chicago, IL metro area",19-Mar,$243K,4.40%,-0.80%,"6,955",41.40%,-10.70%,"13,424",31.50%,-2.00%,"26,573",9.10%,8.60%,56,-14,9,97.30%,0.50%,0.00%
"Chicago, IL metro area",14-Feb,$158K,-3.70%,13.70%,"4,962",-2.30%,-3.70%,"9,151",21.20%,-4.90%,"26,572",3.90%,-10.10%,65,6,-8,96.90%,0.20%,1.00%
"Chicago, IL metro area",16-Jan,$190K,-5.00%,6.70%,"5,407",-25.80%,9.70%,"8,145",64.20%,-3.40%,"26,414",0.10%,-9.40%,66,8,-3,96.30%,0.00%,0.40%
"Chicago, IL metro area",15-Dec,$200K,1.50%,8.70%,"7,291",18.80%,3.70%,"4,959",-25.10%,-7.40%,"26,389",-12.00%,-9.60%,58,3,-1,96.30%,-0.10%,0.20%
"Chicago, IL metro area",18-Apr,$253K,3.10%,2.20%,"9,102",16.80%,3.50%,"14,353",4.80%,9.10%,"26,292",7.50%,-5.30%,31,-16,-2,97.70%,0.40%,0.10%
"Chicago, IL metro area",19-Nov,$242K,0.70%,2.90%,"6,529",-15.80%,-7.20%,"5,803",-36.10%,-6.80%,"25,949",-11.70%,0.20%,50,2,3,96.80%,-0.20%,-0.10%
"Chicago, IL metro area",22-May,$329K,0.50%,4.40%,"10,190",7.30%,-6.60%,"12,812",2.90%,-8.40%,"25,903",4.90%,51.80%,48,0,39,101.10%,0.40%,1.10%
"Chicago, IL metro area",18-Nov,$235K,1.30%,4.40%,"7,038",-10.70%,-1.50%,"6,225",-33.40%,-6.20%,"25,898",-10.00%,4.10%,47,6,3,96.90%,-0.20%,-0.10%
"Chicago, IL metro area",13-Dec,$175K,2.90%,15.90%,"7,127",7.30%,10.70%,"5,632",-17.10%,7.90%,"25,843",-8.00%,-12.20%,52,2,-17,97.10%,0.30%,1.80%
"Chicago, IL metro area",14-Jan,$164K,-6.30%,16.30%,"5,080",-28.70%,-7.00%,"7,548",34.00%,-16.60%,"25,574",-1.00%,-13.10%,59,7,-16,96.70%,-0.40%,1.20%
"Chicago, IL metro area",22-Aug,$310K,-4.60%,1.60%,"8,984",0.30%,-19.80%,"9,309",-13.60%,-23.20%,"25,417",-5.90%,24.50%,53,4,40,99.30%,-0.90%,-0.40%
"Chicago, IL metro area",17-Feb,$209K,0.50%,10.00%,"5,252",-4.60%,-2.30%,"11,270",32.90%,-3.40%,"25,235",7.30%,-10.80%,66,4,-5,96.80%,0.40%,0.40%
"Chicago, IL metro area",17-Nov,$225K,0.00%,4.70%,"7,143",-9.90%,0.30%,"6,633",-25.70%,1.10%,"24,867",-10.10%,-8.40%,44,3,-5,97.00%,0.00%,0.20%
"Chicago, IL metro area",22-Apr,$328K,5.60%,5.00%,"9,497",8.10%,-9.50%,"12,454",0.60%,-15.40%,"24,695",7.00%,54.20%,48,-4,35,100.60%,0.80%,1.20%
"Chicago, IL metro area",18-Mar,$245K,6.50%,4.50%,"7,791",53.20%,-7.80%,"13,698",32.40%,-4.20%,"24,468",6.60%,-8.70%,47,-17,-3,97.30%,0.40%,0.00%
"Chicago, IL metro area",22-Sep,$305K,-1.60%,3.70%,"7,879",-12.30%,-20.90%,"8,559",-8.10%,-25.40%,"24,401",-4.00%,20.30%,57,4,42,98.70%,-0.60%,-0.50%
"Chicago, IL metro area",19-Feb,$233K,3.40%,1.20%,"4,919",6.60%,-3.30%,"10,205",32.50%,-1.30%,"24,361",8.00%,6.10%,70,8,6,96.80%,0.30%,-0.10%
"Chicago, IL metro area",16-Dec,$215K,0.00%,7.50%,"7,066",-0.80%,-3.10%,"4,602",-29.90%,-7.20%,"23,523",-13.40%,-10.90%,54,5,-4,96.60%,-0.20%,0.30%
"Chicago, IL metro area",17-Jan,$208K,-3.30%,9.50%,"5,504",-22.10%,1.80%,"8,477",84.20%,4.10%,"23,522",0.00%,-10.90%,62,8,-4,96.40%,-0.20%,0.10%
"Chicago, IL metro area",22-Mar,$310K,6.20%,3.30%,"8,782",42.00%,-5.60%,"12,378",35.90%,-8.90%,"23,076",9.80%,60.30%,52,1,28,99.80%,0.90%,1.10%
"Chicago, IL metro area",18-Feb,$230K,2.20%,10.00%,"5,087",-1.90%,-3.10%,"10,343",26.00%,-8.20%,"22,953",7.00%,-9.00%,64,8,-2,96.90%,0.20%,0.10%
"Chicago, IL metro area",22-Oct,$300K,-1.60%,2.40%,"6,582",-16.50%,-31.10%,"7,203",-15.80%,-27.00%,"22,897",-6.20%,22.20%,61,4,42,98.30%,-0.30%,-0.60%
"Chicago, IL metro area",19-Jan,$225K,-1.70%,0.00%,"4,614",-23.60%,-11.00%,"7,700",86.70%,-6.20%,"22,563",0.20%,5.20%,62,8,6,96.50%,-0.10%,-0.20%
"Chicago, IL metro area",20-Mar,$265K,9.50%,9.10%,"7,204",36.90%,3.60%,"10,985",-0.50%,-18.20%,"22,556",0.00%,-15.10%,47,-25,-9,97.50%,0.70%,0.20%
"Chicago, IL metro area",20-Feb,$242K,3.40%,4.00%,"5,261",2.90%,7.00%,"11,038",32.80%,8.20%,"22,549",1.90%,-7.40%,72,7,2,96.80%,0.30%,0.00%
"Chicago, IL metro area",18-Dec,$229K,-2.60%,0.90%,"6,040",-14.20%,-14.90%,"4,125",-33.70%,-8.80%,"22,520",-13.00%,4.90%,54,7,5,96.70%,-0.30%,-0.30%
"Chicago, IL metro area",19-Dec,$240K,-0.70%,4.80%,"6,890",5.50%,14.10%,"4,418",-23.90%,7.10%,"22,342",-13.90%,-0.80%,55,5,1,96.70%,-0.10%,0.10%
"Chicago, IL metro area",20-Sep,$277K,-3.00%,13.80%,"10,317",-6.60%,35.70%,"12,133",-5.70%,20.70%,"22,268",0.90%,-28.10%,20,-1,-21,98.20%,0.20%,0.90%
"Chicago, IL metro area",20-Jan,$234K,-2.50%,4.00%,"5,114",-25.80%,10.80%,"8,312",88.10%,7.90%,"22,139",-0.90%,-1.90%,65,10,3,96.50%,-0.30%,0.00%
"Chicago, IL metro area",20-Aug,$285K,1.80%,12.20%,"11,051",1.60%,17.70%,"12,865",-5.80%,18.80%,"22,079",0.00%,-29.70%,21,-3,-16,98.00%,0.10%,0.60%
"Chicago, IL metro area",20-Jul,$280K,4.00%,7.00%,"10,874",34.40%,9.30%,"13,664",5.60%,16.10%,"22,077",2.10%,-30.00%,24,-7,-8,97.90%,0.50%,0.30%
"Chicago, IL metro area",20-Apr,$275K,3.80%,7.80%,"7,225",0.30%,-15.80%,"6,900",-37.20%,-52.60%,"21,818",-3.30%,-24.00%,25,-22,-10,97.70%,0.20%,0.20%
"Chicago, IL metro area",20-May,$265K,-3.60%,1.10%,"6,348",-12.10%,-38.70%,"10,200",47.80%,-28.50%,"21,687",-0.60%,-28.40%,28,3,-2,97.20%,-0.50%,-0.50%
"Chicago, IL metro area",20-Jun,$269K,1.60%,1.60%,"8,092",27.50%,-20.10%,"12,940",26.90%,1.60%,"21,627",-0.30%,-31.00%,31,3,2,97.40%,0.10%,-0.30%
